city,name,room_type,price,minimum_nights,num_reviews,house_rules,maximum_occupancy
Provo,Pretty private bedroom in shared apt near columbia,Private room,538.0,5.0,2.0,No pets,1
Savannah,1 bedroom in 2 bed-apt in the best of city,Private room,650.0,3.0,1.0,No children under 10,2
Kearney,Comfy apt next to park!,Entire home/apt,1194.0,1.0,5.0,No parties,10
Wilmington,Semi private bedroom,Shared room,840.0,1.0,3.0,No smoking & No visitors,1
Mason City,Cozy and warm apartment in neighborhood!!,Entire home/apt,466.0,1.0,4.0,No visitors & No parties,2
Rock Springs,"Spacious & sun 2bd / 2bth in neighborhood, city",Entire home/apt,277.0,3.0,3.0,No pets & No children under 10,2
Bellingham,Beautiful modern city gem,Entire home/apt,482.0,1.0,3.0,No smoking & No parties,2
Columbus,31 dec - 1 jan lovely prospect room,Private room,221.0,1.0,3.0,No visitors,1
Boise,Cozy bright apt with a touch of rustic charm -,Entire home/apt,529.0,2.0,3.0,No smoking & No pets,4
Providence,Cozy private bedroom with window,Private room,700.0,4.0,3.0,No pets,1
Little Rock,"Spacious apt on the park, 1 blk from l train",Entire home/apt,434.0,5.0,4.0,No visitors & No smoking,4
San Jose,Cool room in city,Private room,126.0,17.0,1.0,No parties,1
Belleville,"Entire unit 2br+bathroom, 20min to city",Entire home/apt,733.0,1.0,3.0,No parties & No children under 10,7
Sarasota,Bohemian 2br duplexloft in city,Entire home/apt,205.0,30.0,3.0,No visitors,2
Minneapolis,"20min to downtownuare, 10min airport",Private room,315.0,1.0,2.0,No parties & No visitors,2
International Falls,Heart of the city,Entire home/apt,294.0,4.0,2.0,No parties & No smoking & No children under 10,2
Lynchburg,Mellow stuyvesant bedroom madison 2l-2,Private room,505.0,30.0,4.0,No pets & No visitors,2
Kansas City,A comfortable room,Private room,266.0,1.0,4.0,No parties & No visitors & No pets,1
Eugene,Peaceful south slope living quarters,Entire home/apt,948.0,3.0,5.0,No parties & No visitors & No pets,5
Corpus Christi,Luxe loft apartment-10 minutes from city!,Private room,514.0,4.0,2.0,No parties & No pets,1
Augusta,**cozy space - private access**,Private room,954.0,2.0,4.0,No pets,2
Charlotte Amalie,Chic private room,Private room,454.0,4.0,4.0,No smoking & No pets & No children under 10,2
Des Moines,"Neighborhood intimate room,20 min to time square,by park",Private room,357.0,3.0,3.0,No children under 10,1
Wichita Falls,City club,Private room,432.0,1.0,5.0,No pets & No visitors & No parties,2
Cincinnati,Quiet neighborhood apartment for 3,Entire home/apt,889.0,7.0,2.0,No parties,8
Pellston,"Heart of city! - large, spacious, bright 1 bedroom!",Entire home/apt,583.0,30.0,4.0,No smoking & No pets,4
Charlottesville,Cozy and sun studio,Entire home/apt,154.0,5.0,2.0,No pets & No children under 10 & No parties,2
Appleton,Bedroom in the neighborhood ❤️,Private room,743.0,1.0,5.0,No visitors,2
Harrisburg,Historical home n.shore staten isl. nr free ferry.,Entire home/apt,553.0,30.0,2.0,No parties,5
Plattsburgh,Crown heights 1 bedroom,Entire home/apt,450.0,7.0,2.0,No smoking,2
Manhattan,Downtown warmth and charm,Entire home/apt,191.0,2.0,5.0,No visitors,3
Rhinelander,"Brand new true 1bd, close to everything!",Entire home/apt,1086.0,7.0,3.0,No smoking,7
Lynchburg,Cozy hell's kitchen apt,Entire home/apt,891.0,1.0,1.0,No parties,3
Hattiesburg,Neighborhood east apartment,Entire home/apt,386.0,2.0,3.0,No smoking,3
Pierre,"Bright, spacious bedroom in comfy city home",Private room,437.0,4.0,3.0,No visitors & No pets,2
Escanaba,Sun apartment close to city's major attractions,Entire home/apt,847.0,2.0,3.0,No children under 10 & No visitors & No parties,7
Evansville,Renovated 1-bedroom apartment in gramercy,Entire home/apt,833.0,1.0,2.0,No parties & No visitors & No pets,6
St. Louis,Cozy escape in the thriving heart of bed-stuy,Entire home/apt,230.0,2.0,5.0,No pets & No visitors,3
Tucson,"Bright, spacious room in neighborhood",Private room,415.0,2.0,2.0,No smoking,2
Syracuse,1 bedroom condo/kitchen wyndham neighborhood 45 resort*,Private room,488.0,3.0,2.0,No parties,1
Santa Fe,Prime upper east side studio,Entire home/apt,744.0,4.0,5.0,No children under 10 & No smoking,2
Punta Gorda,"2 bed apt brighton beach, city by beach",Entire home/apt,1001.0,1.0,3.0,No smoking,6
Clarksburg,Neighborhood hideaway guest room,Private room,575.0,3.0,2.0,No pets & No parties & No children under 10,1
Hancock,Small artsy room in heart of city,Private room,886.0,3.0,4.0,No visitors,2
Saipan,Neighborhood east xl 1 br,Entire home/apt,116.0,30.0,3.0,No pets & No visitors & No children under 10,2
Memphis,"Beautiful, bright and friendly",Private room,985.0,1.0,5.0,No pets,2
Gillette,"Private house in queens, 10 minutes from airport.",Entire home/apt,512.0,1.0,2.0,No visitors,4
Dayton,Huge room for nightly stays downtown or monthly,Private room,1021.0,5.0,3.0,No smoking,2
Prescott,Private bedroom with bathroom in clean quiet space,Private room,535.0,2.0,2.0,No visitors & No smoking,2
North Platte,"Brand new, beautiful les apartment",Private room,925.0,30.0,4.0,No smoking & No visitors & No parties,2
Fargo,Beautiful apartment /1 min walk from time square,Entire home/apt,955.0,2.0,3.0,No children under 10,6
Belleville,"Sun, spacious, private room close to train!",Private room,254.0,7.0,3.0,No pets & No visitors,1
Lewiston,A city launch pad,Private room,531.0,1.0,3.0,No pets,1
Sanford,Comfortable and convenient  space for you!,Private room,835.0,2.0,3.0,No pets,2
Seattle,Sun drenched artist loft in neighborhood!,Entire home/apt,607.0,4.0,5.0,No children under 10 & No visitors & No parties,2
Belleville,One bedroom in central city location,Private room,800.0,2.0,5.0,No parties & No visitors,1
La Crosse,Columbia university spacious clean 1 br apartment,Entire home/apt,1129.0,3.0,4.0,No smoking,7
Austin,Beautiful 3 bedroom apartment in east neighborhood,Entire home/apt,1169.0,2.0,4.0,No visitors,7
Eau Claire,Cozy and sun room queen size bed in bedstuy,Private room,736.0,2.0,3.0,No visitors,2
Del Rio,"Spacious, sun 1 bedroom apartment",Entire home/apt,473.0,5.0,4.0,No visitors & No smoking,2
Asheville,1 bed and futon -sun room  - prime neighborhood,Private room,972.0,2.0,5.0,No parties & No smoking,1
Columbus,Beautiful convenient neighborhood oasis w/trampoline,Private room,526.0,1.0,5.0,No children under 10,1
Niagara Falls,Park south luxury 2 bedroom 2 bathroom,Entire home/apt,371.0,29.0,5.0,No parties,2
Orlando,Riverside drive apartment,Entire home/apt,878.0,31.0,5.0,No visitors & No parties & No smoking,5
Walla Walla,Sun room by prospect park,Private room,638.0,1.0,4.0,No smoking,1
Miami,Modern furnished 2-bedroom city apartment!,Entire home/apt,647.0,30.0,1.0,No parties,3
Lafayette,Master garden suite @ northern lights mansion,Private room,1165.0,2.0,3.0,No visitors & No smoking,2
Christiansted,City apt with amazing city view,Entire home/apt,890.0,5.0,1.0,No pets,3
Nantucket,889 neighborhood ave,Private room,248.0,5.0,3.0,No parties,2
Fargo,Sun city 1 bedroom  in landmark brownstone,Entire home/apt,650.0,180.0,4.0,No pets & No children under 10,3
Anchorage,Neighborhood east private room,Private room,586.0,1.0,5.0,No pets,1
Cedar Rapids,Cg hosting,Private room,1176.0,3.0,5.0,No pets & No smoking & No visitors,2
Branson,View waterfront studio - city,Entire home/apt,234.0,21.0,5.0,No smoking & No pets,3
College Station,2 rooms+private bath in large colonial house,Private room,898.0,1.0,2.0,No pets & No children under 10,1
Longview,Charming and artistic neighborhood studio,Entire home/apt,1133.0,2.0,4.0,No visitors,2
Victoria,Newest private room / 15 mins to city,Private room,325.0,30.0,4.0,No pets,2
Belleville,Comfy queen size bed near prospect park!,Private room,571.0,2.0,1.0,No pets,2
Traverse City,"Cozy , cute and spacious one bedroom city apt",Entire home/apt,830.0,1.0,2.0,No visitors & No smoking,4
Cape Girardeau,Modern private room in historic strivers row,Private room,455.0,2.0,3.0,No children under 10,2
Lawton,Sunside,Entire home/apt,355.0,2.0,5.0,No visitors,3
Denver,"Peaceful, beautiful home away",Entire home/apt,414.0,2.0,1.0,No smoking & No visitors & No parties,4
Lincoln,Surfer room 15mins to downtown city!,Private room,225.0,6.0,5.0,No smoking & No parties,1
Charleston,Spacious 2 bedroom penthouse in neighborhood,Entire home/apt,468.0,30.0,3.0,No visitors,4
Dallas,Park west. big cozy room,Private room,709.0,1.0,4.0,No pets,2
Yakutat,Space for small events /gatherings/dinner parties,Entire home/apt,641.0,1.0,1.0,No smoking & No visitors & No children under 10,4
Ketchikan,"Welcome to the best area of neighborhood, ",Entire home/apt,932.0,4.0,3.0,No parties,5
Lihue,"Bright neighborhood 1 bd, bedford l",Entire home/apt,763.0,4.0,2.0,No children under 10 & No parties,2
Mission,Ideal cute sun room,Private room,603.0,20.0,2.0,No smoking,2
Dubuque,Beautiful place in city! #2,Private room,121.0,999.0,3.0,No pets,1
Sarasota,Stunning rare garden family home w/loft! #10303,Entire home/apt,970.0,3.0,3.0,No visitors & No smoking & No pets,5
Owensboro,Spacious private room in two bedroom apartment,Private room,1139.0,2.0,2.0,No pets,2
Sitka,Adorable lower east side room with patio,Private room,745.0,1.0,2.0,No smoking,2
Joplin,Artsy studio near the city museum,Entire home/apt,1011.0,3.0,5.0,No children under 10 & No parties,2
Rochester,Sun filled 18ft ceiling duplex noho/neighborhood,Entire home/apt,558.0,2.0,4.0,No children under 10 & No parties & No smoking,5
San Juan,Cozy studio 15 minutes to city,Private room,822.0,1.0,3.0,No pets,2
Salina,#2 apartment,Entire home/apt,77.0,5.0,3.0,No children under 10,2
San Francisco,"Cozy room, easy trip to city & north city",Private room,651.0,1.0,3.0,No smoking & No children under 10 & No pets,1
West Palm Beach,Newly renovated 1bd on lively & historic st marks,Entire home/apt,674.0,3.0,3.0,No smoking,5
Sarasota,Charming 1br at columbus circle,Private room,948.0,2.0,3.0,No visitors & No children under 10 & No parties,1
Hilo,Clinton hill dream house,Entire home/apt,1162.0,2.0,2.0,No smoking & No pets,8
Alamosa,City private room with a garden view (room 2),Private room,1053.0,3.0,3.0,No pets,2
Deadhorse,Great private room,Private room,527.0,1.0,5.0,No pets,2
Boise,Well connected private room,Private room,708.0,10.0,3.0,No parties,1
Orlando,"Private room. 1 bed, 2 guests, 3333 broadway",Private room,705.0,1.0,3.0,No pets,2
Hartford,"Sun room in sunset park, city",Private room,433.0,7.0,3.0,No pets & No parties,1
Dubuque,Dumbo | spacious private room w/ private bathroom,Private room,376.0,3.0,4.0,No children under 10 & No pets & No visitors,1
Williston,Family and friends peaceful home,Private room,479.0,3.0,2.0,No children under 10,1
Everett,"Accessible queen room,  your sanctuary in soho",Private room,178.0,1.0,4.0,No visitors,1
Lafayette,Private spacious room ~ near trains,Private room,405.0,3.0,5.0,No children under 10,1
Midland,Gorgeous tribeca 2br w/ amazing city views + gym by blueground,Entire home/apt,192.0,30.0,4.0,No parties,3
Yakutat,City private big bedroom,Private room,883.0,20.0,3.0,No visitors & No smoking,1
Staunton,Neighborhood hideaway,Entire home/apt,920.0,1.0,2.0,No smoking,9
Salt Lake City,3-br duplex in bed-stuy brownstone,Entire home/apt,392.0,3.0,5.0,No pets,3
Fort Smith,Spacious 2br neighborhood apartment with yard!,Entire home/apt,844.0,7.0,5.0,No pets,6
Rock Springs,Small private room for rent,Private room,81.0,28.0,5.0,No pets & No visitors,2
Greer,Stunning elevator 1 br neighborhood,Entire home/apt,1120.0,30.0,5.0,No smoking & No children under 10,6
Christiansted,A3small cozy room in long island city,Private room,1174.0,1.0,4.0,No parties & No children under 10,1
Tampa,Studio in heart of les (city),Entire home/apt,438.0,3.0,1.0,No pets & No parties,2
International Falls,Bright and beautiful uws treasure!!,Entire home/apt,465.0,14.0,5.0,No children under 10,4
Hyannis,City (g)reenery,Private room,1000.0,2.0,2.0,No pets & No visitors,1
Atlantic City,"Cool, cozy urban pad",Entire home/apt,390.0,2.0,2.0,No visitors,2
St. Cloud,Neighborhood duplex with backyard!,Entire home/apt,1146.0,3.0,2.0,No children under 10 & No parties,9
Hays,Beautiful place,Entire home/apt,1181.0,1.0,2.0,No parties & No children under 10,4
Toledo,"25 minutes from city, shared room bunk beds",Shared room,1159.0,3.0,2.0,No children under 10 & No smoking,1
Hilton Head,Spacious bright top floor apt w/ balco in lic 1,Private room,246.0,2.0,4.0,No children under 10 & No parties,2
Reno,Lovely city duplex near prospect park 3br,Entire home/apt,866.0,2.0,1.0,No pets,8
Sheridan,Lower east side getaway,Private room,910.0,4.0,3.0,No pets,1
Joplin,Bright and spacious parkside apartment,Entire home/apt,1134.0,3.0,2.0,No children under 10,11
Baltimore,Large city rm- prospect park & f/g train!,Shared room,718.0,2.0,4.0,No visitors & No pets & No smoking,1
Hilo,87st304,Private room,551.0,30.0,2.0,No parties & No visitors,1
Portland,The sweet suite,Entire home/apt,347.0,1.0,5.0,No parties & No children under 10,2
Ogdensburg,Cozy and unique warehouse apartment,Entire home/apt,285.0,3.0,2.0,No parties,3
Columbus,Cozy city stay,Private room,1152.0,2.0,3.0,No children under 10 & No pets & No smoking,2
Lawton,Private 2 br apt in heart of south slope,Entire home/apt,182.0,2.0,5.0,No children under 10 & No parties,3
Hilo,"Spacious, sun 1 bedroom",Entire home/apt,979.0,3.0,2.0,No pets & No parties,5
Rockford,Private stuyvesant bedroom madison 1r-2,Private room,395.0,30.0,3.0,No parties & No children under 10,2
Pago Pago,Bright room with full size bed.,Private room,710.0,1.0,2.0,No parties & No pets & No children under 10,1
Charlottesville,Sun spacious room full of good energy,Private room,155.0,1.0,2.0,No visitors,1
Jacksonville,Large sun room queen bed &balco,Private room,412.0,1.0,2.0,No pets,2
Vernal,Entire house for rent in city .,Entire home/apt,151.0,1.0,2.0,No smoking,2
Elmira,Comfortable and close to everything!,Entire home/apt,1105.0,3.0,3.0,No visitors,4
Escanaba,"Spacious&pretty, heart of city",Entire home/apt,345.0,10.0,1.0,No visitors,2
New Bern,"Beautiful, bright private-room in west neighborhood!",Private room,350.0,2.0,3.0,No visitors & No children under 10,1
Buffalo,Beautiful light filled apartment in city city!,Entire home/apt,299.0,1.0,1.0,No visitors & No parties & No children under 10,2
Provo,Gorgeous bedroom with breakfast by park,Private room,424.0,3.0,5.0,No parties & No pets,2
Fresno,City hideaway urban suite,Entire home/apt,647.0,2.0,3.0,No pets,2
Stillwater,Perfect location! studio!best value!sleeps3,Entire home/apt,977.0,30.0,1.0,No children under 10 & No parties,5
Baton Rouge,West side retreat,Private room,856.0,4.0,3.0,No visitors,1
Yuma,Hip neighborhood apartment,Entire home/apt,376.0,4.0,4.0,No pets,2
Houston,"1br in newly renovated apartment - rm c, neighborhood!",Private room,288.0,1.0,4.0,No smoking,1
Panama City,Spacious & charming apartment in bedstuy,Entire home/apt,649.0,2.0,1.0,No children under 10,2
Fayetteville,Ruby bedroom,Private room,585.0,2.0,2.0,No parties,2
Owensboro,Beautiful neighborhood apartment,Entire home/apt,651.0,14.0,1.0,No smoking,5
Baton Rouge,Spacious private room in luxury building,Private room,375.0,7.0,3.0,No parties,1
Prescott,Entire apartment: bright & charming- best location,Entire home/apt,938.0,2.0,5.0,No visitors & No pets,6
Presque Isle,Large private furnished patio + cozy indoors,Entire home/apt,604.0,2.0,2.0,No smoking & No pets,6
Palm Springs,The best little room in city,Private room,327.0,15.0,4.0,No smoking & No parties,1
Santa Rosa,Wyckoff street garden apartment,Entire home/apt,313.0,5.0,3.0,No children under 10,3
Santa Maria,"Great room in city, the park, 30 min to mh.",Private room,309.0,5.0,3.0,No pets & No parties & No smoking,2
Yakutat,House with 2 entrances 15min to city,Entire home/apt,961.0,3.0,4.0,No children under 10,8
Yakutat,Roomy 2ba/3bd - parking included,Entire home/apt,885.0,3.0,2.0,No parties & No visitors,8
Stockton,Cosy bedroom complete with fort,Private room,484.0,3.0,2.0,No parties,1
Everett,Beautiful alcove studio in west neighborhood,Entire home/apt,660.0,3.0,4.0,No smoking & No visitors & No children under 10,3
Lawton,Private studio with lots of light,Entire home/apt,713.0,1.0,4.0,No visitors,7
Watertown,"Spacious living room, walk-in closet",Shared room,1125.0,3.0,3.0,No smoking & No children under 10,1
Riverton,Huge 1 bedroom w/ a backyard near the heart of city,Entire home/apt,573.0,3.0,4.0,No pets & No parties,4
Atlanta,The white house bedroom 1,Private room,654.0,3.0,5.0,No parties & No pets,2
Salisbury,Space for guest,Shared room,1022.0,1.0,1.0,No pets & No visitors & No parties,1
