flight_number,price,departure_time,arrival_time,actual_elapsed_time,flight_date,departure_city,arrival_city,distance
F4065644,74,11:38,12:55,1 hours 17 minutes,2022-03-14,Washington,New York,228.0
F4065645,93,09:50,11:03,1 hours 13 minutes,2022-03-14,New York,Washington,228.0
F4065652,62,07:05,08:18,1 hours 13 minutes,2022-03-14,Washington,New York,214.0
F4065654,78,21:31,22:45,1 hours 14 minutes,2022-03-14,New York,Pittsburgh,335.0
F4065656,51,12:54,14:10,1 hours 16 minutes,2022-03-14,Washington,New York,214.0
F4065667,147,08:19,09:52,1 hours 33 minutes,2022-03-14,Pittsburgh,New York,335.0
F4065684,146,18:26,19:57,1 hours 31 minutes,2022-03-15,New York,Pittsburgh,335.0
F4065688,50,07:57,09:14,1 hours 17 minutes,2022-03-15,New York,Washington,214.0
F4065701,104,14:59,16:10,1 hours 11 minutes,2022-03-15,New York,Washington,214.0
F4065703,45,09:06,10:39,1 hours 33 minutes,2022-03-15,Washington,New York,214.0
F4065706,53,05:51,06:55,1 hours 4 minutes,2022-03-15,Washington,New York,214.0
F4065708,73,22:06,23:30,1 hours 24 minutes,2022-03-15,New York,Washington,228.0
F4065729,69,05:51,08:02,2 hours 11 minutes,2022-03-15,Pittsburgh,New York,335.0
F4065735,74,11:11,12:15,1 hours 4 minutes,2022-03-15,Washington,New York,213.0
F4065740,97,17:42,19:33,1 hours 51 minutes,2022-03-15,New York,Washington,213.0
F4065743,57,09:08,10:26,1 hours 18 minutes,2022-03-15,New York,Washington,213.0
F4065744,101,10:05,11:20,1 hours 15 minutes,2022-03-15,Washington,New York,214.0
F4065747,85,14:51,16:02,1 hours 11 minutes,2022-03-15,New York,Washington,228.0
F4065758,91,05:53,07:11,1 hours 18 minutes,2022-03-15,Washington,New York,228.0
F4065768,92,21:00,22:07,1 hours 7 minutes,2022-03-15,Washington,New York,213.0
F4065774,88,09:09,10:18,1 hours 9 minutes,2022-03-15,New York,Washington,214.0
F4065781,62,06:31,07:43,1 hours 12 minutes,2022-03-15,New York,Washington,214.0
F4065796,52,11:24,12:41,1 hours 17 minutes,2022-03-15,Washington,New York,214.0
F4065800,75,15:39,17:03,1 hours 24 minutes,2022-03-15,New York,Washington,213.0
F4065805,45,12:07,13:16,1 hours 9 minutes,2022-03-15,New York,Washington,214.0
F4065808,44,21:40,22:53,1 hours 13 minutes,2022-03-15,New York,Washington,214.0
F4065823,76,06:35,07:58,1 hours 23 minutes,2022-03-15,Pittsburgh,New York,340.0
F4065833,62,21:21,22:36,1 hours 15 minutes,2022-03-15,New York,Washington,213.0
F4065841,62,16:40,17:47,1 hours 7 minutes,2022-03-15,Washington,New York,214.0
F4065853,91,10:45,11:49,1 hours 4 minutes,2022-03-15,New York,Washington,214.0
F4065855,75,17:55,19:15,1 hours 20 minutes,2022-03-15,Washington,New York,214.0
F4065858,88,14:20,15:50,1 hours 30 minutes,2022-03-15,Washington,New York,213.0
F4065866,97,21:52,22:54,1 hours 2 minutes,2022-03-15,Washington,New York,214.0
F4065867,50,20:37,21:39,1 hours 2 minutes,2022-03-15,New York,Washington,214.0
F4065892,55,18:55,20:13,1 hours 18 minutes,2022-03-15,New York,Washington,214.0
F4065897,58,19:37,20:39,1 hours 2 minutes,2022-03-15,Washington,New York,214.0
F4065898,72,06:19,07:24,1 hours 5 minutes,2022-03-15,Washington,New York,213.0
F4065899,89,19:22,20:57,1 hours 35 minutes,2022-03-15,New York,Pittsburgh,340.0
F4065900,96,17:25,18:41,1 hours 16 minutes,2022-03-15,New York,Washington,214.0
F4065901,51,11:37,12:52,1 hours 15 minutes,2022-03-15,Washington,New York,228.0
F4065902,107,09:24,10:34,1 hours 10 minutes,2022-03-15,New York,Washington,228.0
F4065910,70,06:47,07:59,1 hours 12 minutes,2022-03-15,Washington,New York,214.0
F4065912,130,21:12,22:39,1 hours 27 minutes,2022-03-15,New York,Pittsburgh,335.0
F4065914,78,12:54,14:12,1 hours 18 minutes,2022-03-15,Washington,New York,214.0
F4065925,96,08:19,09:45,1 hours 26 minutes,2022-03-15,Pittsburgh,New York,335.0
F4065942,76,18:19,19:48,1 hours 29 minutes,2022-03-16,New York,Pittsburgh,335.0
F4065945,71,07:53,09:14,1 hours 21 minutes,2022-03-16,New York,Washington,214.0
F4065958,68,15:40,17:01,1 hours 21 minutes,2022-03-16,New York,Washington,214.0
F4065960,105,08:45,09:56,1 hours 11 minutes,2022-03-16,Washington,New York,214.0
F4065963,78,05:51,06:50,0 hours 59 minutes,2022-03-16,Washington,New York,214.0
F4065965,65,21:48,23:21,1 hours 33 minutes,2022-03-16,New York,Washington,228.0
F4065986,79,05:55,07:04,1 hours 9 minutes,2022-03-16,Pittsburgh,New York,335.0
F4065992,50,11:10,12:18,1 hours 8 minutes,2022-03-16,Washington,New York,213.0
F4065997,85,17:44,19:05,1 hours 21 minutes,2022-03-16,New York,Washington,213.0
F4066000,64,09:04,10:27,1 hours 23 minutes,2022-03-16,New York,Washington,213.0
F4066001,59,10:07,11:29,1 hours 22 minutes,2022-03-16,Washington,New York,214.0
F4066004,82,14:49,16:01,1 hours 12 minutes,2022-03-16,New York,Washington,228.0
F4066015,105,05:55,07:21,1 hours 26 minutes,2022-03-16,Washington,New York,228.0
F4066025,66,21:03,22:11,1 hours 8 minutes,2022-03-16,Washington,New York,213.0
F4066031,55,09:22,10:29,1 hours 7 minutes,2022-03-16,New York,Washington,214.0
F4066038,69,06:34,08:02,1 hours 28 minutes,2022-03-16,New York,Washington,214.0
F4066052,84,11:23,12:54,1 hours 31 minutes,2022-03-16,Washington,New York,214.0
F4066056,86,15:40,17:21,1 hours 41 minutes,2022-03-16,New York,Washington,213.0
F4066061,85,12:02,13:13,1 hours 11 minutes,2022-03-16,New York,Washington,214.0
F4066064,50,21:45,22:48,1 hours 3 minutes,2022-03-16,New York,Washington,214.0
F4066079,136,06:34,08:00,1 hours 26 minutes,2022-03-16,Pittsburgh,New York,340.0
F4066089,54,21:52,23:12,1 hours 20 minutes,2022-03-16,New York,Washington,213.0
F4066097,96,16:42,17:46,1 hours 4 minutes,2022-03-16,Washington,New York,214.0
F4066109,89,10:41,12:04,1 hours 23 minutes,2022-03-16,New York,Washington,214.0
F4066111,59,17:55,19:24,1 hours 29 minutes,2022-03-16,Washington,New York,214.0
F4066114,72,14:21,15:31,1 hours 10 minutes,2022-03-16,Washington,New York,213.0
F4066122,59,21:53,22:57,1 hours 4 minutes,2022-03-16,Washington,New York,214.0
F4066123,64,20:35,21:45,1 hours 10 minutes,2022-03-16,New York,Washington,214.0
F4066126,111,17:15,18:36,1 hours 21 minutes,2022-03-16,Washington,New York,228.0
F4066149,66,18:51,20:22,1 hours 31 minutes,2022-03-16,New York,Washington,214.0
F4066154,77,19:33,20:59,1 hours 26 minutes,2022-03-16,Washington,New York,214.0
F4066155,64,05:58,07:24,1 hours 26 minutes,2022-03-16,Washington,New York,213.0
F4066156,72,19:17,20:42,1 hours 25 minutes,2022-03-16,New York,Pittsburgh,340.0
F4066157,77,17:23,18:41,1 hours 18 minutes,2022-03-16,New York,Washington,214.0
F4066158,107,11:36,12:44,1 hours 8 minutes,2022-03-16,Washington,New York,228.0
F4066159,92,09:41,10:59,1 hours 18 minutes,2022-03-16,New York,Washington,228.0
F4066166,99,07:44,08:55,1 hours 11 minutes,2022-03-16,Washington,New York,214.0
F4066168,91,21:32,23:03,1 hours 31 minutes,2022-03-16,New York,Pittsburgh,335.0
F4066170,52,12:49,14:13,1 hours 24 minutes,2022-03-16,Washington,New York,214.0
F4066181,91,08:19,09:37,1 hours 18 minutes,2022-03-16,Pittsburgh,New York,335.0
F4066213,50,11:14,12:35,1 hours 21 minutes,2022-03-17,Washington,New York,214.0
F4066217,69,21:47,22:56,1 hours 9 minutes,2022-03-17,New York,Washington,228.0
F4066235,91,05:53,07:19,1 hours 26 minutes,2022-03-17,Pittsburgh,New York,335.0
F4066241,93,11:21,12:31,1 hours 10 minutes,2022-03-17,Washington,New York,213.0
F4066248,69,17:47,19:20,1 hours 33 minutes,2022-03-17,New York,Washington,213.0
F4066250,68,09:08,10:34,1 hours 26 minutes,2022-03-17,New York,Washington,213.0
F4066253,51,14:45,15:58,1 hours 13 minutes,2022-03-17,New York,Washington,228.0
F4066262,107,05:55,07:03,1 hours 8 minutes,2022-03-17,Washington,New York,228.0
F4066271,97,21:19,23:08,1 hours 49 minutes,2022-03-17,Washington,New York,213.0
F4066283,99,06:31,08:06,1 hours 35 minutes,2022-03-17,New York,Washington,214.0
F4066300,68,15:40,17:23,1 hours 43 minutes,2022-03-17,New York,Washington,213.0
F4066304,64,13:47,15:27,1 hours 40 minutes,2022-03-17,New York,Washington,214.0
F4066321,154,06:35,07:57,1 hours 22 minutes,2022-03-17,Pittsburgh,New York,340.0
F4066329,48,21:23,22:44,1 hours 21 minutes,2022-03-17,New York,Washington,213.0
F4066353,62,16:01,17:13,1 hours 12 minutes,2022-03-17,Washington,New York,213.0
F4066365,113,17:09,18:47,1 hours 38 minutes,2022-03-17,Washington,New York,228.0
F4066390,52,06:00,07:16,1 hours 16 minutes,2022-03-17,Washington,New York,213.0
F4066392,127,19:22,20:59,1 hours 37 minutes,2022-03-17,New York,Pittsburgh,340.0
F4066394,78,11:46,13:01,1 hours 15 minutes,2022-03-17,Washington,New York,228.0
F4066395,97,09:29,11:06,1 hours 37 minutes,2022-03-17,New York,Washington,228.0
F4066429,156,20:16,21:49,1 hours 33 minutes,2022-03-18,New York,Pittsburgh,335.0
F4066432,92,08:33,10:32,1 hours 59 minutes,2022-03-18,New York,Washington,214.0
F4066449,98,06:08,07:20,1 hours 12 minutes,2022-03-18,Washington,New York,214.0
F4066451,56,22:13,23:31,1 hours 18 minutes,2022-03-18,New York,Washington,228.0
F4066472,83,05:58,07:56,1 hours 58 minutes,2022-03-18,Pittsburgh,New York,335.0
F4066478,90,13:19,14:32,1 hours 13 minutes,2022-03-18,Washington,New York,213.0
F4066488,53,11:37,13:37,2 hours 0 minutes,2022-03-18,New York,Washington,213.0
F4066489,84,11:26,13:07,1 hours 41 minutes,2022-03-18,Washington,New York,214.0
F4066492,67,14:56,16:07,1 hours 11 minutes,2022-03-18,New York,Washington,228.0
F4066502,90,05:58,08:03,2 hours 5 minutes,2022-03-18,Washington,New York,228.0
F4066512,96,21:59,23:25,1 hours 26 minutes,2022-03-18,Washington,New York,213.0
F4066518,60,11:41,12:43,1 hours 2 minutes,2022-03-18,New York,Washington,214.0
F4066540,60,16:24,17:37,1 hours 13 minutes,2022-03-18,Washington,New York,214.0
F4066544,86,15:43,17:13,1 hours 30 minutes,2022-03-18,New York,Washington,213.0
F4066549,56,12:37,14:19,1 hours 42 minutes,2022-03-18,New York,Washington,214.0
F4066552,99,23:49,00:50,1 hours 1 minutes,2022-03-18,New York,Washington,214.0
F4066567,87,06:41,08:26,1 hours 45 minutes,2022-03-18,Pittsburgh,New York,340.0
F4066577,84,21:27,22:51,1 hours 24 minutes,2022-03-18,New York,Washington,213.0
F4066585,59,17:36,18:53,1 hours 17 minutes,2022-03-18,Washington,New York,214.0
F4066599,59,19:26,20:43,1 hours 17 minutes,2022-03-18,Washington,New York,214.0
F4066602,85,15:03,16:40,1 hours 37 minutes,2022-03-18,Washington,New York,213.0
F4066610,96,21:56,23:00,1 hours 4 minutes,2022-03-18,Washington,New York,214.0
F4066611,46,22:53,00:09,1 hours 16 minutes,2022-03-18,New York,Washington,214.0
F4066614,57,17:10,18:30,1 hours 20 minutes,2022-03-18,Washington,New York,228.0
F4066637,44,21:20,22:32,1 hours 12 minutes,2022-03-18,New York,Washington,214.0
F4066642,85,20:56,21:56,1 hours 0 minutes,2022-03-18,Washington,New York,214.0
F4066643,67,06:17,07:30,1 hours 13 minutes,2022-03-18,Washington,New York,213.0
F4066645,99,19:35,21:26,1 hours 51 minutes,2022-03-18,New York,Pittsburgh,340.0
F4066646,100,19:00,20:07,1 hours 7 minutes,2022-03-18,New York,Washington,214.0
F4066647,96,11:41,13:14,1 hours 33 minutes,2022-03-18,Washington,New York,228.0
F4066648,69,09:25,10:32,1 hours 7 minutes,2022-03-18,New York,Washington,228.0
F4066656,55,07:04,09:19,2 hours 15 minutes,2022-03-18,Washington,New York,214.0
F4066658,126,00:50,02:34,1 hours 44 minutes,2022-03-18,New York,Pittsburgh,335.0
F4066671,162,08:19,09:42,1 hours 23 minutes,2022-03-18,Pittsburgh,New York,335.0
F4066681,136,17:01,18:25,1 hours 24 minutes,2022-03-19,New York,Pittsburgh,335.0
F4066684,67,09:28,10:55,1 hours 27 minutes,2022-03-19,New York,Washington,214.0
F4066689,159,14:54,16:08,1 hours 14 minutes,2022-03-19,Pittsburgh,New York,335.0
F4066693,137,17:48,19:56,2 hours 8 minutes,2022-03-19,New York,Charleston,641.0
F4066698,65,21:50,00:37,2 hours 47 minutes,2022-03-19,New York,Washington,228.0
F4066710,58,11:39,12:53,1 hours 14 minutes,2022-03-19,Washington,New York,213.0
F4066714,103,18:42,19:51,1 hours 9 minutes,2022-03-19,New York,Washington,213.0
F4066715,71,09:23,10:21,0 hours 58 minutes,2022-03-19,New York,Washington,213.0
F4066717,69,15:03,16:22,1 hours 19 minutes,2022-03-19,New York,Washington,228.0
F4066724,48,06:58,08:27,1 hours 29 minutes,2022-03-19,Washington,New York,228.0
F4066730,88,21:07,22:33,1 hours 26 minutes,2022-03-19,Washington,New York,213.0
F4066747,116,10:50,12:15,1 hours 25 minutes,2022-03-19,New York,Pittsburgh,335.0
F4066748,88,15:41,17:17,1 hours 36 minutes,2022-03-19,New York,Washington,213.0
F4066751,74,14:49,15:59,1 hours 10 minutes,2022-03-19,New York,Washington,214.0
F4066762,152,06:47,08:30,1 hours 43 minutes,2022-03-19,Pittsburgh,New York,340.0
F4066770,55,21:26,23:53,2 hours 27 minutes,2022-03-19,New York,Washington,213.0
F4066778,47,16:54,18:03,1 hours 9 minutes,2022-03-19,Washington,New York,213.0
F4066787,83,17:07,18:32,1 hours 25 minutes,2022-03-19,Washington,New York,228.0
F4066789,99,20:39,22:13,1 hours 34 minutes,2022-03-19,New York,Washington,214.0
F4066796,43,20:18,21:14,0 hours 56 minutes,2022-03-19,Washington,New York,214.0
F4066797,93,06:54,08:11,1 hours 17 minutes,2022-03-19,Washington,New York,213.0
F4066798,95,19:23,21:40,2 hours 17 minutes,2022-03-19,New York,Pittsburgh,340.0
F4066799,83,12:11,13:29,1 hours 18 minutes,2022-03-19,Washington,New York,228.0
F4066800,95,09:22,10:28,1 hours 6 minutes,2022-03-19,New York,Washington,228.0
F4066805,45,07:15,08:28,1 hours 13 minutes,2022-03-19,Washington,New York,214.0
F4066807,51,12:50,14:11,1 hours 21 minutes,2022-03-19,Washington,New York,214.0
F4066813,165,08:46,10:03,1 hours 17 minutes,2022-03-19,Pittsburgh,New York,335.0
F4066845,307,08:39,10:29,1 hours 50 minutes,2022-03-20,Charleston,New York,641.0
F4066885,221,14:08,16:08,2 hours 0 minutes,2022-03-20,Charleston,New York,641.0
F4066966,194,10:54,13:27,2 hours 33 minutes,2022-03-20,New York,Charleston,641.0
F4067140,287,13:50,15:56,2 hours 6 minutes,2022-03-21,Charleston,New York,641.0
F4067223,187,11:12,13:08,1 hours 56 minutes,2022-03-21,New York,Charleston,641.0
F4067601,80,07:58,09:34,1 hours 36 minutes,2022-03-23,New York,Washington,214.0
F4067614,87,15:00,16:49,1 hours 49 minutes,2022-03-23,New York,Washington,214.0
F4067616,100,08:46,09:51,1 hours 5 minutes,2022-03-23,Washington,New York,214.0
F4067619,86,05:56,06:56,1 hours 0 minutes,2022-03-23,Washington,New York,214.0
F4067621,67,21:40,22:57,1 hours 17 minutes,2022-03-23,New York,Washington,228.0
F4067648,61,11:20,12:26,1 hours 6 minutes,2022-03-23,Washington,New York,213.0
F4067653,81,17:43,19:07,1 hours 24 minutes,2022-03-23,New York,Washington,213.0
F4067656,95,09:12,10:21,1 hours 9 minutes,2022-03-23,New York,Washington,213.0
F4067657,44,10:12,11:19,1 hours 7 minutes,2022-03-23,Washington,New York,214.0
F4067660,60,14:50,16:17,1 hours 27 minutes,2022-03-23,New York,Washington,228.0
F4067671,60,05:54,07:08,1 hours 14 minutes,2022-03-23,Washington,New York,228.0
F4067681,62,21:04,22:15,1 hours 11 minutes,2022-03-23,Washington,New York,213.0
F4067687,97,09:13,10:42,1 hours 29 minutes,2022-03-23,New York,Washington,214.0
F4067694,82,06:37,07:46,1 hours 9 minutes,2022-03-23,New York,Washington,214.0
F4067709,79,11:25,12:31,1 hours 6 minutes,2022-03-23,Washington,New York,214.0
F4067713,72,15:38,17:16,1 hours 38 minutes,2022-03-23,New York,Washington,213.0
F4067718,64,12:09,13:29,1 hours 20 minutes,2022-03-23,New York,Washington,214.0
F4067721,45,21:42,22:52,1 hours 10 minutes,2022-03-23,New York,Washington,214.0
F4067746,62,21:21,22:38,1 hours 17 minutes,2022-03-23,New York,Washington,213.0
F4067754,82,16:45,18:05,1 hours 20 minutes,2022-03-23,Washington,New York,214.0
F4067766,71,10:39,11:52,1 hours 13 minutes,2022-03-23,New York,Washington,214.0
F4067768,75,17:56,19:18,1 hours 22 minutes,2022-03-23,Washington,New York,214.0
F4067771,84,14:21,15:28,1 hours 7 minutes,2022-03-23,Washington,New York,213.0
F4067779,90,21:54,22:54,1 hours 0 minutes,2022-03-23,Washington,New York,214.0
F4067780,69,20:39,21:53,1 hours 14 minutes,2022-03-23,New York,Washington,214.0
F4067783,51,17:11,18:43,1 hours 32 minutes,2022-03-23,Washington,New York,228.0
F4067807,74,18:55,20:06,1 hours 11 minutes,2022-03-23,New York,Washington,214.0
F4067812,94,19:28,21:03,1 hours 35 minutes,2022-03-23,Washington,New York,214.0
F4067813,66,06:03,07:16,1 hours 13 minutes,2022-03-23,Washington,New York,213.0
F4067815,106,17:20,18:48,1 hours 28 minutes,2022-03-23,New York,Washington,214.0
F4067816,63,11:39,12:56,1 hours 17 minutes,2022-03-23,Washington,New York,228.0
F4067817,75,09:29,10:35,1 hours 6 minutes,2022-03-23,New York,Washington,228.0
F4067825,77,07:00,08:01,1 hours 1 minutes,2022-03-23,Washington,New York,214.0
F4067829,103,12:50,13:54,1 hours 4 minutes,2022-03-23,Washington,New York,214.0
F4067861,58,07:58,09:31,1 hours 33 minutes,2022-03-24,New York,Washington,214.0
F4067874,89,15:16,16:51,1 hours 35 minutes,2022-03-24,New York,Washington,214.0
F4067876,93,08:41,09:59,1 hours 18 minutes,2022-03-24,Washington,New York,214.0
F4067881,93,05:52,06:53,1 hours 1 minutes,2022-03-24,Washington,New York,214.0
F4067883,79,21:58,00:20,2 hours 22 minutes,2022-03-24,New York,Washington,228.0
F4067910,55,11:20,12:34,1 hours 14 minutes,2022-03-24,Washington,New York,213.0
F4067917,93,18:06,19:30,1 hours 24 minutes,2022-03-24,New York,Washington,213.0
F4067920,77,09:48,11:30,1 hours 42 minutes,2022-03-24,New York,Washington,213.0
F4067921,91,10:27,11:40,1 hours 13 minutes,2022-03-24,Washington,New York,214.0
F4067924,45,15:55,17:57,2 hours 2 minutes,2022-03-24,New York,Washington,228.0
F4067935,111,05:54,07:30,1 hours 36 minutes,2022-03-24,Washington,New York,228.0
F4067949,84,09:13,10:47,1 hours 34 minutes,2022-03-24,New York,Washington,214.0
F4067956,66,06:36,08:04,1 hours 28 minutes,2022-03-24,New York,Washington,214.0
F4067971,64,12:01,13:14,1 hours 13 minutes,2022-03-24,Washington,New York,214.0
F4067975,106,16:04,17:58,1 hours 54 minutes,2022-03-24,New York,Washington,213.0
F4067980,86,12:21,14:20,1 hours 59 minutes,2022-03-24,New York,Washington,214.0
F4067983,87,22:47,00:23,1 hours 36 minutes,2022-03-24,New York,Washington,214.0
F4068009,51,21:26,23:13,1 hours 47 minutes,2022-03-24,New York,Washington,213.0
F4068017,97,19:01,20:27,1 hours 26 minutes,2022-03-24,Washington,New York,214.0
F4068029,45,10:38,12:31,1 hours 53 minutes,2022-03-24,New York,Washington,214.0
F4068031,79,19:14,20:28,1 hours 14 minutes,2022-03-24,Washington,New York,214.0
F4068034,102,15:00,16:22,1 hours 22 minutes,2022-03-24,Washington,New York,213.0
F4068042,71,20:38,22:13,1 hours 35 minutes,2022-03-24,New York,Washington,214.0
F4068045,103,18:24,19:57,1 hours 33 minutes,2022-03-24,Washington,New York,228.0
F4068069,65,20:12,21:59,1 hours 47 minutes,2022-03-24,New York,Washington,214.0
F4068074,101,19:54,20:59,1 hours 5 minutes,2022-03-24,Washington,New York,214.0
F4068075,48,06:05,07:30,1 hours 25 minutes,2022-03-24,Washington,New York,213.0
F4068078,88,17:33,19:06,1 hours 33 minutes,2022-03-24,New York,Washington,214.0
F4068079,62,11:42,13:17,1 hours 35 minutes,2022-03-24,Washington,New York,228.0
F4068080,86,09:22,11:10,1 hours 48 minutes,2022-03-24,New York,Washington,228.0
F4068087,80,06:55,08:25,1 hours 30 minutes,2022-03-24,Washington,New York,214.0
F4068091,82,13:25,14:41,1 hours 16 minutes,2022-03-24,Washington,New York,214.0
F4068121,45,08:48,10:08,1 hours 20 minutes,2022-03-25,New York,Washington,214.0
F4068134,97,15:00,16:13,1 hours 13 minutes,2022-03-25,New York,Washington,214.0
F4068136,55,08:42,10:29,1 hours 47 minutes,2022-03-25,Washington,New York,214.0
F4068141,66,05:54,06:59,1 hours 5 minutes,2022-03-25,Washington,New York,214.0
F4068143,101,21:49,23:01,1 hours 12 minutes,2022-03-25,New York,Washington,228.0
F4068169,94,11:19,12:21,1 hours 2 minutes,2022-03-25,Washington,New York,213.0
F4068176,52,17:42,19:09,1 hours 27 minutes,2022-03-25,New York,Washington,213.0
F4068179,97,09:14,10:37,1 hours 23 minutes,2022-03-25,New York,Washington,213.0
F4068180,68,10:36,11:36,1 hours 0 minutes,2022-03-25,Washington,New York,214.0
F4068183,111,14:49,16:08,1 hours 19 minutes,2022-03-25,New York,Washington,228.0
F4068194,56,05:56,07:16,1 hours 20 minutes,2022-03-25,Washington,New York,228.0
F4068204,103,21:05,22:20,1 hours 15 minutes,2022-03-25,Washington,New York,213.0
F4068210,101,09:07,10:12,1 hours 5 minutes,2022-03-25,New York,Washington,214.0
F4068215,91,06:37,07:52,1 hours 15 minutes,2022-03-25,New York,Washington,214.0
F4068230,104,11:26,12:39,1 hours 13 minutes,2022-03-25,Washington,New York,214.0
F4068234,66,15:38,17:20,1 hours 42 minutes,2022-03-25,New York,Washington,213.0
F4068239,60,13:01,14:16,1 hours 15 minutes,2022-03-25,New York,Washington,214.0
F4068242,43,21:46,22:52,1 hours 6 minutes,2022-03-25,New York,Washington,214.0
F4068268,66,21:32,22:43,1 hours 11 minutes,2022-03-25,New York,Washington,213.0
F4068276,89,16:43,17:59,1 hours 16 minutes,2022-03-25,Washington,New York,214.0
F4068288,54,10:44,11:56,1 hours 12 minutes,2022-03-25,New York,Washington,214.0
F4068290,89,17:53,19:36,1 hours 43 minutes,2022-03-25,Washington,New York,214.0
F4068293,56,15:10,16:46,1 hours 36 minutes,2022-03-25,Washington,New York,213.0
F4068301,52,21:41,22:56,1 hours 15 minutes,2022-03-25,Washington,New York,214.0
